   0.500000000000000E+04   0.000000000000000E+00   0.158113883008419E+05   0.000000000000000E+00
   0.000000000000000E+00   0.450000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.158113883008419E+05   0.000000000000000E+00   0.500000000000000E+05   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.223273809496867E+05
 
   0.199500312500000E+05   0.000000000000000E+00   0.359965991883397E+05   0.000000000000000E+00
   0.000000000000000E+00   0.450000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.359965991883397E+05   0.000000000000000E+00   0.649500312500000E+05   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.223273809496867E+05
 
   0.448501250000000E+05   0.000000000000000E+00   0.634806217480234E+05   0.000000000000000E+00
   0.000000000000000E+00   0.450000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.634806217480234E+05   0.000000000000000E+00   0.898501250000000E+05   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.223273809496867E+05
 
   0.797002812500000E+05   0.000000000000000E+00   0.996927654726214E+05   0.000000000000000E+00
   0.000000000000000E+00   0.450000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.996927654726214E+05   0.000000000000000E+00   0.124700281250000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.223273809496867E+05
 
   0.124500500000000E+06   0.000000000000000E+00   0.145268362007183E+06   0.000000000000000E+00
   0.000000000000000E+00   0.450000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.145268362007183E+06   0.000000000000000E+00   0.169500500000000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.223273809496867E+05
 
   0.179250781250000E+06   0.000000000000000E+00   0.200492213651766E+06   0.000000000000000E+00
   0.000000000000000E+00   0.450000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.200492213651766E+06   0.000000000000000E+00   0.224250781250000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.223273809496867E+05
 
   0.243951125000000E+06   0.000000000000000E+00   0.265499438820058E+06   0.000000000000000E+00
   0.000000000000000E+00   0.450000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.265499438820058E+06   0.000000000000000E+00   0.288951125000000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.223273809496867E+05
 
   0.318601531250000E+06   0.000000000000000E+00   0.340358641172947E+06   0.000000000000000E+00
   0.000000000000000E+00   0.450000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.340358641172947E+06   0.000000000000000E+00   0.363601531250000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.223273809496867E+05
 
   0.403202000000000E+06   0.000000000000000E+00   0.425106978070226E+06   0.000000000000000E+00
