   0.000000000000000E+00   0.112008113876459E+01
   0.100000000000000E+04   0.112314137027305E+01
   0.200000000000000E+04   0.112743574483596E+01
   0.300000000000000E+04   0.112057723535087E+01
   0.400000000000000E+04   0.113124966476241E+01
   0.500000000000000E+04   0.113738745983865E+01
   0.600000000000000E+04   0.113763994933619E+01
   0.700000000000000E+04   0.114018689294784E+01
   0.800000000000000E+04   0.114203122489291E+01
   0.900000000000000E+04   0.114401624640787E+01
   0.100000000000000E+05   0.114328641241465E+01
   0.110000000000000E+05   0.114561189298511E+01
   0.120000000000000E+05   0.114642680776211E+01
   0.130000000000000E+05   0.114503024318462E+01
   0.140000000000000E+05   0.114590733839566E+01
   0.150000000000000E+05   0.114633339438698E+01
   0.160000000000000E+05   0.114953894928630E+01
   0.170000000000000E+05   0.114715225458625E+01
   0.180000000000000E+05   0.114764478325706E+01
   0.190000000000000E+05   0.114710088628222E+01
   0.200000000000000E+05   0.114734505595894E+01
   0.210000000000000E+05   0.114769473120311E+01
   0.220000000000000E+05   0.114798671060929E+01
   0.230000000000000E+05   0.114563411296574E+01
   0.240000000000000E+05   0.114696449752053E+01
   0.250000000000000E+05   0.114818295589421E+01
   0.260000000000000E+05   0.114832145327176E+01
   0.270000000000000E+05   0.115111366616655E+01
   0.280000000000000E+05   0.115126556251031E+01
   0.290000000000000E+05   0.115282384715007E+01
   0.300000000000000E+05   0.115495862970999E+01
   0.310000000000000E+05   0.115772603627342E+01
   0.320000000000000E+05   0.115785383830956E+01
   0.330000000000000E+05   0.116398016805203E+01
   0.340000000000000E+05   0.116872489877989E+01
   0.350000000000000E+05   0.117092886024152E+01
   0.360000000000000E+05   0.117887390071244E+01
 
 
