   0.100000000000000E+05   0.000000000000000E+00   0.316227766016838E+05   0.000000000000000E+00
   0.000000000000000E+00   0.900000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.316227766016838E+05   0.000000000000000E+00   0.100000000000000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.900000000000000E+05
 
   0.399000625000000E+05   0.000000000000000E+00   0.719931983766794E+05   0.000000000000000E+00
   0.000000000000000E+00   0.900000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.719931983766794E+05   0.000000000000000E+00   0.129900062500000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.900000000000000E+05
 
   0.897002500000000E+05   0.000000000000000E+00   0.126961243496047E+06   0.000000000000000E+00
   0.000000000000000E+00   0.900000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.126961243496047E+06   0.000000000000000E+00   0.179700250000000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.900000000000000E+05
 
   0.159400562500000E+06   0.000000000000000E+00   0.199385530945243E+06   0.000000000000000E+00
   0.000000000000000E+00   0.900000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.199385530945243E+06   0.000000000000000E+00   0.249400562500000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.900000000000000E+05
 
   0.249001000000000E+06   0.000000000000000E+00   0.290536724014366E+06   0.000000000000000E+00
   0.000000000000000E+00   0.900000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.290536724014366E+06   0.000000000000000E+00   0.339001000000000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.900000000000000E+05
 
   0.358501562500000E+06   0.000000000000000E+00   0.400984427303532E+06   0.000000000000000E+00
   0.000000000000000E+00   0.900000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.400984427303532E+06   0.000000000000000E+00   0.448501562500000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.900000000000000E+05
 
   0.487902250000000E+06   0.000000000000000E+00   0.530998877640116E+06   0.000000000000000E+00
   0.000000000000000E+00   0.900000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.530998877640116E+06   0.000000000000000E+00   0.577902250000000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.900000000000000E+05
 
   0.637203062500000E+06   0.000000000000000E+00   0.680717282345893E+06   0.000000000000000E+00
   0.000000000000000E+00   0.900000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.680717282345893E+06   0.000000000000000E+00   0.727203062500000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.900000000000000E+05
 
   0.806404000000000E+06   0.000000000000000E+00   0.850213956140453E+06   0.000000000000000E+00
   0.000000000000000E+00   0.899999999999999E+05   0.000000000000000E+00   0.000000000000000E+00
   0.850213956140453E+06   0.000000000000000E+00   0.896404000000000E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.899999999999999E+05
 
   0.995505062500000E+06   0.000000000000000E+00   0.103953152193097E+07   0.000000000000000E+00
   0.000000000000000E+00   0.900000000000000E+05   0.000000000000000E+00   0.000000000000000E+00
   0.103953152193097E+07   0.000000000000000E+00   0.108550506250000E+07   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.900000000000000E+05
 
