25000  -0.633470551509598
25100  -0.628659383485443
25200  -0.622568650176888
25300  -0.625531823052014
25400  -0.617597210383886
25500  -0.616630444968143
25600  -0.615574553233764
25700  -0.610261084318108
25800  -0.611007395279569
25900  -0.613202260481025
26000  -0.602424331192347
26100  -0.609999065769605
26200  -0.599522239135127
26300  -0.597011690102833
26400  -0.597384848387781
26500  -0.591119407575922
26600  -0.590954132829888
26700  -0.583462111225066
26800  -0.582113561109949
26900  -0.58536086258311
27000  -0.577697035156024
27100  -0.575409547428454
27200  -0.574085443934367
27300  -0.570508751490939
27400  -0.567593051122573
27500  -0.564441660552671
27600  -0.563535179189949
27700  -0.559320930837853
27800  -0.562286271756145
27900  -0.554567487462627
28000  -0.551203789264682
28100  -0.549412404959052
28200  -0.544917452245379
28300  -0.546834302797394
28400  -0.541268258624793
28500  -0.538505165006946
28600  -0.53939165946456
28700  -0.535219085594498
28800  -0.535378748179963
28900  -0.529423993195467
29000  -0.529092718608734
29100  -0.529321239840663
29200  -0.523990539734563
29300  -0.525215305374372
29400  -0.519768192588006
29500  -0.5175504373318
29600  -0.514388506489044
29700  -0.512718697708613
29800  -0.512811030753625
29900  -0.509792632445269
30000  -0.504796592293845
30100  -0.504124559142185
30200  -0.504288803471925
30300  -0.512595946199465
30400  -0.499388146447024
30500  -0.49911813654502
30600  -0.499247148454037
30700  -0.503957502234628
30800  -0.489425363486513
30900  -0.499581429084452
31000  -0.489482721864901
31100  -0.488286303870933
31200  -0.485146949146489
31300  -0.485347800973623
31400  -0.483953509913304
31500  -0.47797963119931
31600  -0.477491538490021
31700  -0.481210710719102
31800  -0.47570923348072
31900  -0.478874969267026
32000  -0.473215627408639
32100  -0.47597993357269
32200  -0.475315903640853
32300  -0.471957782921009
32400  -0.468469488206252
32500  -0.469620706354147
32600  -0.467394362378264
32700  -0.470305801082931
32800  -0.466057427367417
32900  -0.464637199368411
33000  -0.466944838915383
33100  -0.473677211025613
33200  -0.466141828492736
33300  -0.465438706796705
33400  -0.464492431644103
33500  -0.465989030759823
33600  -0.473932010867972
33700  -0.470155358808174
33800  -0.464381390182286
33900  -0.468193236901658
34000  -0.468594427939655
34100  -0.464641761345129
34200  -0.468757966276658
34300  -0.46937850362757
34400  -0.471167822274393
34500  -0.47100673952329
34600  -0.472802488075182
34700  -0.468144410186639
34800  -0.475404129012508
34900  -0.47428804355655
35000  -0.471883138721176
35100  -0.475836345377277
35200  -0.477182118927167
35300  -0.485810293732931
35400  -0.481555686539656
35500  -0.488172850830955
35600  -0.492642688607547
35700  -0.489033340445005
35800  -0.495579055316015
35900  -0.497614603841434
36000  -0.500875286803362
36100  -0.509101416263007
36200  -0.508134494886903
36300  -0.514007986776765
36400  -0.513890729791131
36500  -0.527169802209548
36600  -0.525251553964039
36700  -0.528621175803527
36800  -0.530707732359312
36900  -0.546355652790363
37000  -0.542310049296752
37100  -0.558649093029423
37200  -0.552108793034976
37300  -0.558517370768374
37400  -0.5693558474243
37500  -0.574038670846998
37600  -0.57831872842573
37700  -0.586490431473975
37800  -0.598604706234885
37900  -0.605432924005386
38000  -0.611896356594906
38100  -0.621138619209431
38200  -0.633771305566782
38300  -0.64006317578223
38400  -0.653229578162437
38500  -0.663491956292832
38600  -0.673919758322946
38700  -0.687595231781293
38800  -0.698819899283162
38900  -0.716388276069656
39000  -0.728562232271529
39100  -0.741125290596272
39200  -0.763114106318745
39300  -0.782335270750966
39400  -0.798556445201896
39500  -0.831349692568843
39600  -0.853586091958701
39700  -0.878316622013124
39800  -0.905935444909926
39900  -0.935899632191769
40000  -0.961317625760353
