  -0.887765610106971E+07   0.000000000000000E+00  -0.887829526929976E+07   0.000000000000000E+00   0.992204493905415E+06   0.000000000000000E+00   0.992275930057367E+06   0.000000000000000E+00
   0.000000000000000E+00   0.736773756113488E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.128032176832050E+05   0.000000000000000E+00   0.000000000000000E+00
  -0.887829526929976E+07   0.000000000000000E+00  -0.887893448354827E+07   0.000000000000000E+00   0.992275930057367E+06   0.000000000000000E+00   0.992347371352537E+06   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -0.329876503641238E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.187881893648106E+05
 
  -0.897349622652748E+07   0.000000000000000E+00  -0.897413715748058E+07   0.000000000000000E+00   0.101382576119170E+07   0.000000000000000E+00   0.101389817358204E+07   0.000000000000000E+00
   0.000000000000000E+00   0.736089383592928E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.129801396679712E+05   0.000000000000000E+00   0.000000000000000E+00
  -0.897413715748058E+07   0.000000000000000E+00  -0.897477813421210E+07   0.000000000000000E+00   0.101389817358204E+07   0.000000000000000E+00   0.101397059114441E+07   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -0.334206554862950E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.190762861559809E+05
 
  -0.906988287507946E+07   0.000000000000000E+00  -0.907052555942925E+07   0.000000000000000E+00   0.103078770113443E+07   0.000000000000000E+00   0.103086074189280E+07   0.000000000000000E+00
   0.000000000000000E+00   0.727820884592996E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.129026856807221E+05   0.000000000000000E+00   0.000000000000000E+00
  -0.907052555942925E+07   0.000000000000000E+00  -0.907116828931912E+07   0.000000000000000E+00   0.103086074189280E+07   0.000000000000000E+00   0.103093378782677E+07   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -0.339688214840498E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.190554772530967E+05
 
  -0.908791169235240E+07   0.000000000000000E+00  -0.908855057384067E+07   0.000000000000000E+00   0.101169788225009E+07   0.000000000000000E+00   0.101176900475553E+07   0.000000000000000E+00
   0.000000000000000E+00   0.728747601189569E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.128565311600863E+05   0.000000000000000E+00   0.000000000000000E+00
  -0.908855057384067E+07   0.000000000000000E+00  -0.908918950024240E+07   0.000000000000000E+00   0.101176900475553E+07   0.000000000000000E+00   0.101184013226088E+07   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -0.337021359253067E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.188529621608228E+05
 
  -0.921900486945652E+07   0.000000000000000E+00  -0.921964787390818E+07   0.000000000000000E+00   0.108555032258800E+07   0.000000000000000E+00   0.108562603723397E+07   0.000000000000000E+00
   0.000000000000000E+00   0.720193569803478E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.130096868071941E+05   0.000000000000000E+00   0.000000000000000E+00
  -0.921964787390818E+07   0.000000000000000E+00  -0.922029092320792E+07   0.000000000000000E+00   0.108562603723397E+07   0.000000000000000E+00   0.108570175716087E+07   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -0.344162510654749E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.194439910139541E+05
 
  -0.926935165128306E+07   0.000000000000000E+00  -0.926999310671106E+07   0.000000000000000E+00   0.104509869668387E+07   0.000000000000000E+00   0.104517101935076E+07   0.000000000000000E+00
   0.000000000000000E+00   0.719052000362145E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.130090391451377E+05   0.000000000000000E+00   0.000000000000000E+00
  -0.926999310671106E+07   0.000000000000000E+00  -0.927063460652891E+07   0.000000000000000E+00   0.104517101935076E+07   0.000000000000000E+00   0.104524334702251E+07   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -0.345032599528872E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.191593885587551E+05
 
  -0.933525442580804E+07   0.000000000000000E+00  -0.933589540485410E+07   0.000000000000000E+00   0.106338803766728E+07   0.000000000000000E+00   0.106346105222252E+07   0.000000000000000E+00
   0.000000000000000E+00   0.712117997813104E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.130262513637876E+05   0.000000000000000E+00   0.000000000000000E+00
  -0.933589540485410E+07   0.000000000000000E+00  -0.933653642791119E+07   0.000000000000000E+00   0.106346105222252E+07   0.000000000000000E+00   0.106353407179111E+07   0.000000000000000E+00
   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00  -0.345982902089637E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.192592590249019E+05
 
  -0.943882609111786E+07   0.000000000000000E+00  -0.943946914809952E+07   0.000000000000000E+00   0.108997428766173E+07   0.000000000000000E+00   0.109004854642747E+07   0.000000000000000E+00
   0.000000000000000E+00   0.709057643969704E+05   0.000000000000000E+00   0.000000000000000E+00   0.000000000000000E+00   0.132119367350115E+05   0.000000000000000E+00   0.000000000000000E+00
  -0.943946914809952E+07   0.000000000000000E+00  -0.944011224889194E+07   0.000000000000000E+00   0.109004854642747E+07   0.000000000000000E+00   0.109012281025237E+07   0.000000000000000E+00
